visitor_id,visit_date,channel,campaign,acquisition_cost,stage_reached,deal_value_usd
101678,2026-03-19,Organic Search,SEO - Blog,0,Visitor,0
106046,2026-05-16,Social Media,Facebook Ads,35,MQL,0
103922,2026-03-20,Paid Search,Google Ads - Generic,0,Visitor,0
102308,2026-03-28,Organic Search,SEO - Blog,0,Visitor,0
101647,2026-03-18,Organic Search,SEO - Blog,0,Visitor,0
111045,2026-04-13,Direct,Direct/None,0,Visitor,0
103781,2026-03-21,Paid Search,Google Ads - Brand,0,Visitor,0
107165,2026-02-22,Social Media,Instagram Ads,35,MQL,0
100681,2026-04-05,Organic Search,SEO - Product Pages,0,Visitor,0
106724,2026-01-10,Social Media,Instagram Ads,0,Visitor,0
104010,2026-03-29,Paid Search,Google Ads - Brand,0,Visitor,0
111886,2026-03-12,Direct,Direct/None,0,Visitor,0
100949,2026-04-09,Organic Search,SEO - Blog,0,Visitor,0
104432,2026-03-18,Paid Search,Google Ads - Brand,0,Visitor,0
101065,2026-03-28,Organic Search,SEO - Blog,0,Visitor,0
101855,2026-03-01,Organic Search,SEO - Blog,0,Visitor,0
101681,2026-04-25,Organic Search,SEO - Blog,0,Visitor,0
111537,2026-03-01,Direct,Direct/None,0,Visitor,0
111288,2026-03-05,Direct,Direct/None,0,Visitor,0
106973,2026-03-30,Social Media,LinkedIn Ads,0,Visitor,0
108467,2026-06-05,Email,Newsletter,0,Visitor,0
103198,2026-03-26,Paid Search,Google Ads - Generic,0,Visitor,0
101286,2026-05-05,Organic Search,SEO - Product Pages,0,Visitor,0
106781,2026-03-07,Social Media,Instagram Ads,0,Visitor,0
102019,2026-03-10,Organic Search,SEO - Blog,0,Visitor,0
107783,2026-02-11,Social Media,Instagram Ads,0,Visitor,0
102000,2026-04-19,Organic Search,SEO - Blog,12,Lead,0
107115,2026-02-13,Social Media,Instagram Ads,0,Visitor,0
104096,2026-04-23,Paid Search,Google Ads - Generic,0,Visitor,0
102335,2026-01-23,Organic Search,SEO - Blog,0,Visitor,0
106708,2026-03-31,Social Media,LinkedIn Ads,0,Visitor,0
109750,2026-05-04,Referral,Customer Referral Program,0,Visitor,0
106213,2026-04-17,Social Media,Facebook Ads,0,Visitor,0
109804,2026-05-08,Referral,Customer Referral Program,5,MQL,0
107943,2026-03-06,Email,Product Drip Campaign,0,Visitor,0
109178,2026-04-23,Referral,Partner Referral,0,Visitor,0
108749,2026-04-09,Email,Product Drip Campaign,0,Visitor,0
107499,2026-03-14,Social Media,Facebook Ads,0,Visitor,0
109301,2026-03-28,Referral,Partner Referral,0,Visitor,0
111324,2026-05-17,Direct,Direct/None,0,MQL,0
106425,2026-02-16,Social Media,Instagram Ads,0,Visitor,0
108616,2026-04-08,Email,Newsletter,0,Visitor,0
104043,2026-03-20,Paid Search,Google Ads - Brand,48,Lead,0
109551,2026-04-10,Referral,Customer Referral Program,0,Visitor,0
105306,2026-05-06,Social Media,Facebook Ads,0,Visitor,0
106898,2026-05-27,Social Media,Unknown / Untagged,0,Visitor,0
100749,2026-03-05,Organic Search,SEO - Blog,0,Visitor,0
103553,2026-06-01,Paid Search,Google Ads - Brand,48,Lead,0
105826,2026-04-09,Social Media,LinkedIn Ads,0,Visitor,0
107703,2026-05-01,Social Media,LinkedIn Ads,0,Visitor,0
104112,2026-03-25,Paid Search,Google Ads - Brand,0,Visitor,0
111915,2026-05-14,Direct,Direct/None,0,Visitor,0
111347,2026-03-10,Direct,Direct/None,0,Visitor,0
109437,2026-03-09,Referral,Partner Referral,0,Visitor,0
109226,2026-05-29,Referral,Partner Referral,0,Visitor,0
100375,2026-02-05,Organic Search,SEO - Blog,0,Visitor,0
102954,2026-05-01,Paid Search,Google Ads - Generic,0,Visitor,0
111893,2026-05-25,Direct,Direct/None,0,Lead,0
109279,2026-02-12,Referral,Partner Referral,0,Visitor,0
111471,2026-03-20,Direct,Direct/None,0,Visitor,0
102351,2026-03-14,Organic Search,SEO - Blog,0,Visitor,0
110588,2026-04-24,Direct,Direct/None,0,Visitor,0
103197,2026-04-23,Paid Search,Google Ads - Generic,48,Lead,0
109376,2026-05-18,Referral,Customer Referral Program,5,Customer,1745
107301,2026-04-12,Social Media,Instagram Ads,0,Visitor,0
107415,2026-03-02,Social Media,LinkedIn Ads,35,SQL,0
104943,2026-05-05,Paid Search,Google Ads - Generic,0,Visitor,0
102204,2026-04-25,Organic Search,SEO - Blog,0,Visitor,0
110359,2026-05-14,Direct,Direct/None,0,Visitor,0
104053,2026-01-10,Paid Search,Google Ads - Generic,0,Visitor,0
109175,2026-04-14,Referral,Partner Referral,0,Visitor,0
108280,2026-05-06,Email,Newsletter,0,Visitor,0
104037,2026-02-06,Paid Search,Google Ads - Generic,0,Visitor,0
100714,2026-05-07,Organic Search,Unknown / Untagged,0,Visitor,0
103648,2026-05-01,Paid Search,Google Ads - Generic,48,MQL,0
102144,2026-03-06,Organic Search,SEO - Blog,0,Visitor,0
111445,2026-04-16,Direct,Direct/None,0,MQL,0
103385,2026-06-05,Paid Search,Google Ads - Brand,0,Visitor,0
108160,2026-06-04,Email,Product Drip Campaign,8,MQL,0
102458,2026-02-15,Organic Search,SEO - Blog,0,Visitor,0
110088,2026-03-28,Referral,Partner Referral,0,Visitor,0
108626,2026-04-29,Email,Product Drip Campaign,8,SQL,0
103341,2026-04-05,Paid Search,Google Ads - Generic,0,Visitor,0
109882,2026-02-17,Referral,Customer Referral Program,0,Visitor,0
101879,2026-02-24,Organic Search,SEO - Blog,0,Visitor,0
109654,2026-05-07,Referral,Customer Referral Program,0,Visitor,0
102412,2026-03-10,Organic Search,SEO - Product Pages,0,Visitor,0
103420,2026-03-11,Paid Search,Google Ads - Generic,0,Visitor,0
102540,2026-04-16,Organic Search,SEO - Blog,0,Visitor,0
101042,2026-03-04,Organic Search,SEO - Blog,0,Visitor,0
102533,2026-06-02,Organic Search,SEO - Product Pages,0,Visitor,0
100061,2026-01-18,Organic Search,SEO - Blog,0,Visitor,0
104990,2026-01-03,Paid Search,Google Ads - Brand,0,Visitor,0
107969,2026-04-23,Email,Newsletter,0,Visitor,0
108625,2026-04-05,Email,Newsletter,0,Visitor,0
105267,2026-05-03,Paid Search,Google Ads - Brand,0,Visitor,0
103301,2026-05-23,Paid Search,Google Ads - Generic,0,Visitor,0
111152,2026-03-29,Direct,Direct/None,0,Lead,0
104615,2026-04-29,Paid Search,Google Ads - Brand,0,Visitor,0
103264,2026-04-02,Paid Search,Google Ads - Brand,0,Visitor,0
102032,2026-04-27,Organic Search,SEO - Product Pages,0,Visitor,0
105500,2026-06-07,Social Media,Instagram Ads,35,Lead,0
111076,2026-04-07,Direct,Direct/None,0,Visitor,0
105415,2026-05-15,Social Media,Facebook Ads,0,Visitor,0
110339,2026-04-07,Direct,Direct/None,0,Visitor,0
107985,2026-03-25,Email,Newsletter,0,Visitor,0
105298,2026-03-25,Social Media,Facebook Ads,0,Visitor,0
108826,2026-04-12,Email,Product Drip Campaign,0,Visitor,0
109146,2026-04-17,Referral,Customer Referral Program,0,Visitor,0
110675,2026-04-24,Direct,Direct/None,0,Visitor,0
105590,2026-05-15,Social Media,Facebook Ads,35,MQL,0
101091,2026-04-02,Organic Search,SEO - Blog,12,MQL,0
103629,2026-04-01,Paid Search,Google Ads - Generic,0,Visitor,0
105630,2026-05-09,Social Media,Instagram Ads,0,Visitor,0
111277,2026-04-10,Direct,Direct/None,0,Visitor,0
111140,2026-03-27,Direct,Direct/None,0,Visitor,0
103660,2026-01-19,Paid Search,Google Ads - Brand,0,Visitor,0
111295,2026-04-20,Direct,Direct/None,0,Visitor,0
103926,2026-03-12,Paid Search,Google Ads - Generic,0,Visitor,0
109015,2026-03-26,Email,Newsletter,0,Visitor,0
105621,2026-03-24,Social Media,Facebook Ads,0,Visitor,0
109923,2026-05-16,Referral,Customer Referral Program,0,Visitor,0
105520,2026-05-02,Social Media,Unknown / Untagged,0,Visitor,0
108152,2026-06-24,Email,Newsletter,8,Customer,1368
111997,2026-04-17,Direct,Direct/None,0,SQL,0
109011,2026-02-09,Email,Product Drip Campaign,0,Visitor,0
105542,2026-04-05,Social Media,Facebook Ads,0,Visitor,0
100846,2026-04-18,Organic Search,SEO - Product Pages,0,Visitor,0
110368,2026-04-27,Direct,Direct/None,0,Visitor,0
109611,2026-02-22,Referral,Customer Referral Program,0,Visitor,0
101859,2026-03-05,Organic Search,SEO - Blog,0,Visitor,0
101298,2026-04-08,Organic Search,SEO - Product Pages,0,Visitor,0
111466,2026-03-11,Direct,Direct/None,0,Visitor,0
104700,2026-04-12,Paid Search,Google Ads - Generic,48,Lead,0
100200,2026-04-07,Organic Search,Unknown / Untagged,0,Visitor,0
104099,2026-05-01,Paid Search,Google Ads - Generic,0,Visitor,0
103287,2026-01-18,Paid Search,Google Ads - Generic,0,Visitor,0
100413,2026-03-24,Organic Search,SEO - Product Pages,0,Visitor,0
105968,2026-04-27,Social Media,LinkedIn Ads,0,Visitor,0
109447,2026-03-19,Referral,Customer Referral Program,0,Visitor,0
107869,2026-02-24,Social Media,Instagram Ads,0,Visitor,0
102452,2026-03-29,Organic Search,SEO - Product Pages,0,Visitor,0
110135,2026-02-02,Referral,Customer Referral Program,5,Lead,0
104450,2026-03-21,Paid Search,Google Ads - Generic,48,Customer,2100
109256,2026-03-08,Referral,Customer Referral Program,0,Visitor,0
106397,2026-04-17,Social Media,Facebook Ads,0,Visitor,0
100080,2026-04-22,Organic Search,SEO - Product Pages,0,Visitor,0
109527,2026-04-24,Referral,Partner Referral,0,Visitor,0
108081,2026-05-09,Email,Newsletter,8,MQL,0
104930,2026-01-31,Paid Search,Google Ads - Brand,48,Lead,0
105420,2026-04-21,Social Media,LinkedIn Ads,0,Visitor,0
111078,2026-04-01,Direct,Direct/None,0,Lead,0
104192,2026-06-21,Paid Search,Google Ads - Generic,48,SQL,0
106232,2026-01-29,Social Media,LinkedIn Ads,0,Visitor,0
108855,2026-04-13,Email,Product Drip Campaign,8,MQL,0
108133,2026-03-02,Email,Product Drip Campaign,0,Visitor,0
101451,2026-04-25,Organic Search,SEO - Product Pages,12,MQL,0
111536,2026-03-22,Direct,Direct/None,0,Visitor,0
101588,2026-04-14,Organic Search,SEO - Product Pages,0,Visitor,0
111664,2026-04-14,Direct,Direct/None,0,Visitor,0
105549,2026-01-23,Social Media,LinkedIn Ads,0,Visitor,0
101302,2026-05-01,Organic Search,SEO - Blog,0,Visitor,0
105007,2026-05-01,Paid Search,Google Ads - Generic,0,Visitor,0
102647,2026-04-27,Organic Search,SEO - Blog,0,Visitor,0
111352,2026-03-22,Direct,Direct/None,0,Visitor,0
108608,2026-06-03,Email,Newsletter,0,Visitor,0
103641,2026-05-20,Paid Search,Google Ads - Brand,0,Visitor,0
100508,2026-04-17,Organic Search,SEO - Product Pages,0,Visitor,0
100182,2026-04-04,Organic Search,SEO - Blog,0,Visitor,0
108958,2026-03-19,Email,Product Drip Campaign,0,Visitor,0
101803,2026-04-18,Organic Search,SEO - Blog,0,Visitor,0
107178,2026-04-01,Social Media,Instagram Ads,35,Lead,0
105640,2026-05-31,Social Media,Facebook Ads,0,Visitor,0
102672,2026-06-15,Organic Search,SEO - Product Pages,0,Visitor,0
106340,2026-05-22,Social Media,Instagram Ads,0,Visitor,0
104135,2026-02-24,Paid Search,Google Ads - Brand,0,Visitor,0
111565,2026-01-13,Direct,Direct/None,0,Visitor,0
106170,2026-02-12,Social Media,LinkedIn Ads,0,Visitor,0
103964,2026-03-20,Paid Search,Google Ads - Brand,0,Visitor,0
111723,2026-03-24,Direct,Direct/None,0,Lead,0
101145,2026-03-19,Organic Search,SEO - Product Pages,0,Visitor,0
100795,2026-04-14,Organic Search,SEO - Blog,0,Visitor,0
107163,2026-05-27,Social Media,Instagram Ads,0,Visitor,0
111291,2026-02-27,Direct,Direct/None,0,Visitor,0
109682,2026-04-20,Referral,Customer Referral Program,0,Visitor,0
100642,2026-05-11,Organic Search,SEO - Product Pages,0,Visitor,0
111217,2026-04-13,Direct,Direct/None,0,Visitor,0
108781,2026-05-22,Email,Product Drip Campaign,0,Visitor,0
105770,2026-03-25,Social Media,LinkedIn Ads,35,MQL,0
105380,2026-04-26,Social Media,LinkedIn Ads,0,Visitor,0
100528,2026-05-19,Organic Search,SEO - Blog,12,Lead,0
101854,2026-03-30,Organic Search,SEO - Blog,0,Visitor,0
105974,2026-05-24,Social Media,Facebook Ads,0,Visitor,0
103587,2026-03-23,Paid Search,Google Ads - Brand,0,Visitor,0
107189,2026-05-18,Social Media,Instagram Ads,0,Visitor,0
109119,2026-06-12,Email,Product Drip Campaign,8,Lead,0
101996,2026-06-10,Organic Search,SEO - Product Pages,0,Visitor,0
108105,2026-04-27,Email,Unknown / Untagged,8,Lead,0
102220,2026-04-10,Organic Search,SEO - Product Pages,12,Lead,0
111601,2026-01-20,Direct,Direct/None,0,Visitor,0
107492,2026-04-11,Social Media,LinkedIn Ads,0,Visitor,0
105326,2026-05-16,Social Media,Facebook Ads,0,Visitor,0
108893,2026-03-31,Email,Product Drip Campaign,0,Visitor,0
101420,2026-04-03,Organic Search,SEO - Product Pages,0,Visitor,0
109388,2026-02-02,Referral,Customer Referral Program,0,Visitor,0
110579,2026-05-11,Direct,Direct/None,0,Visitor,0
100738,2026-03-08,Organic Search,SEO - Product Pages,0,Visitor,0
109428,2026-04-20,Referral,Customer Referral Program,5,Lead,0
108232,2026-02-09,Email,Newsletter,0,Visitor,0
105502,2026-05-05,Social Media,Instagram Ads,0,Visitor,0
110695,2026-04-26,Direct,Direct/None,0,Visitor,0
101522,2026-06-12,Organic Search,SEO - Blog,0,Visitor,0
108686,2026-01-23,Email,Newsletter,0,Visitor,0
111809,2026-02-16,Direct,Direct/None,0,Visitor,0
111653,2026-04-20,Direct,Direct/None,0,Visitor,0
108543,2026-02-01,Email,Newsletter,8,MQL,0
101219,2026-03-02,Organic Search,SEO - Product Pages,0,Visitor,0
106467,2026-05-06,Social Media,Facebook Ads,0,Visitor,0
103177,2026-04-03,Paid Search,Google Ads - Brand,0,Visitor,0
105096,2026-03-22,Paid Search,Google Ads - Brand,0,Visitor,0
108034,2026-03-09,Email,Newsletter,8,SQL,0
103482,2026-03-24,Paid Search,Google Ads - Generic,0,Visitor,0
107858,2026-01-15,Social Media,Facebook Ads,0,Visitor,0
111558,2026-06-01,Direct,Direct/None,0,Visitor,0
110372,2026-04-24,Direct,Direct/None,0,Visitor,0
109723,2026-02-18,Referral,Partner Referral,0,Visitor,0
109632,2026-04-18,Referral,Customer Referral Program,0,Visitor,0
108711,2026-04-06,Email,Product Drip Campaign,8,Lead,0
110423,2026-02-06,Direct,Direct/None,0,Visitor,0
111457,2026-04-05,Direct,Direct/None,0,Visitor,0
106851,2026-03-01,Social Media,Instagram Ads,0,Visitor,0
102910,2026-01-19,Paid Search,Google Ads - Generic,0,Visitor,0
111859,2026-06-21,Direct,Direct/None,0,Visitor,0
101610,2026-03-08,Organic Search,SEO - Product Pages,0,Visitor,0
102846,2026-03-21,Organic Search,SEO - Product Pages,0,Visitor,0
111281,2026-05-15,Direct,Direct/None,0,Visitor,0
109222,2026-04-04,Referral,Partner Referral,0,Visitor,0
109996,2026-04-18,Referral,Customer Referral Program,5,MQL,0
103244,2026-05-02,Paid Search,Google Ads - Generic,0,Visitor,0
102462,2026-03-04,Organic Search,SEO - Blog,0,Visitor,0
104267,2026-02-14,Paid Search,Google Ads - Brand,0,Visitor,0
109201,2026-05-31,Referral,Partner Referral,0,Visitor,0
102927,2026-03-28,Paid Search,Google Ads - Brand,0,Visitor,0
109708,2026-03-26,Referral,Customer Referral Program,0,Visitor,0
111385,2026-01-14,Direct,Direct/None,0,Visitor,0
104643,2026-03-15,Paid Search,Google Ads - Generic,48,MQL,0
105122,2026-04-05,Paid Search,Google Ads - Generic,0,Visitor,0
104876,2026-05-08,Paid Search,Google Ads - Brand,0,Visitor,0
110265,2026-03-18,Direct,Direct/None,0,Visitor,0
100640,2026-06-06,Organic Search,SEO - Blog,0,Visitor,0
109820,2026-04-16,Referral,Customer Referral Program,0,Visitor,0
103080,2026-02-24,Paid Search,Google Ads - Brand,0,Visitor,0
108723,2026-04-02,Email,Product Drip Campaign,0,Visitor,0
109261,2026-05-20,Referral,Partner Referral,5,Lead,0
111921,2026-01-25,Direct,Direct/None,0,Visitor,0
111346,2026-05-30,Direct,Direct/None,0,Visitor,0
110777,2026-02-28,Direct,Direct/None,0,Lead,0
103254,2026-02-18,Paid Search,Google Ads - Generic,0,Visitor,0
110400,2026-03-19,Direct,Direct/None,0,Visitor,0
110255,2026-04-26,Direct,Direct/None,0,Visitor,0
110524,2026-06-01,Direct,Direct/None,0,Visitor,0
110559,2026-03-27,Direct,Direct/None,0,Visitor,0
110769,2026-03-19,Direct,Direct/None,0,Visitor,0
106461,2026-05-08,Social Media,Instagram Ads,0,Visitor,0
107436,2026-05-09,Social Media,Instagram Ads,0,Visitor,0
110278,2026-05-06,Direct,Direct/None,0,Visitor,0
107925,2026-04-20,Email,Product Drip Campaign,0,Visitor,0
106089,2026-05-14,Social Media,Facebook Ads,0,Visitor,0
105868,2026-04-03,Social Media,LinkedIn Ads,0,Visitor,0
101408,2026-05-25,Organic Search,SEO - Product Pages,0,Visitor,0
101386,2026-04-10,Organic Search,SEO - Blog,0,Visitor,0
103608,2026-03-31,Paid Search,Google Ads - Brand,0,Visitor,0
103529,2026-02-28,Paid Search,Google Ads - Generic,48,Lead,0
108352,2026-04-01,Email,Newsletter,0,Visitor,0
103832,2026-04-14,Paid Search,Google Ads - Generic,0,Visitor,0
111709,2026-02-10,Direct,Direct/None,0,Visitor,0
110386,2026-04-09,Direct,Direct/None,0,Visitor,0
100299,2026-01-10,Organic Search,SEO - Blog,12,MQL,0
109740,2026-02-17,Referral,Customer Referral Program,0,Visitor,0
109489,2026-04-29,Referral,Customer Referral Program,0,Visitor,0
108948,2026-04-23,Email,Newsletter,0,Visitor,0
104778,2026-04-13,Paid Search,Google Ads - Generic,0,Visitor,0
105137,2026-03-05,Paid Search,Google Ads - Generic,48,SQL,0
111113,2026-03-24,Direct,Direct/None,0,Visitor,0
103676,2026-04-25,Paid Search,Google Ads - Brand,48,Lead,0
110949,2026-02-12,Direct,Direct/None,0,Visitor,0
101910,2026-02-01,Organic Search,SEO - Product Pages,0,Visitor,0
106015,2026-04-20,Social Media,Facebook Ads,0,Visitor,0
108012,2026-03-15,Email,Product Drip Campaign,0,Visitor,0
104178,2026-04-06,Paid Search,Google Ads - Brand,48,SQL,0
106066,2026-04-01,Social Media,Facebook Ads,0,Visitor,0
100228,2026-04-30,Organic Search,SEO - Product Pages,12,MQL,0
107502,2026-06-11,Social Media,Facebook Ads,35,Lead,0
104928,2026-03-12,Paid Search,Google Ads - Generic,0,Visitor,0
108325,2026-04-23,Email,Newsletter,0,Visitor,0
108743,2026-02-20,Email,Product Drip Campaign,8,SQL,0
102675,2026-03-27,Organic Search,SEO - Blog,0,Visitor,0
106414,2026-02-05,Social Media,LinkedIn Ads,0,Visitor,0
105297,2026-05-06,Social Media,Instagram Ads,0,Visitor,0
104899,2026-01-16,Paid Search,Google Ads - Generic,48,Lead,0
101424,2026-06-04,Organic Search,SEO - Blog,12,MQL,0
106408,2026-03-31,Social Media,LinkedIn Ads,0,Visitor,0
101815,2026-05-01,Organic Search,SEO - Product Pages,12,Lead,0
107047,2026-03-08,Social Media,Facebook Ads,35,Customer,1006
111023,2026-04-04,Direct,Direct/None,0,Visitor,0
105186,2026-03-20,Paid Search,Google Ads - Generic,48,MQL,0
109980,2026-05-27,Referral,Partner Referral,0,Visitor,0
108065,2026-05-02,Email,Product Drip Campaign,0,Visitor,0
101726,2026-04-29,Organic Search,SEO - Product Pages,0,Visitor,0
108930,2026-03-22,Email,Product Drip Campaign,8,MQL,0
108538,2026-02-28,Email,Product Drip Campaign,0,Visitor,0
100009,2026-03-26,Organic Search,SEO - Product Pages,12,Lead,0
110087,2026-03-25,Referral,Partner Referral,0,Visitor,0
106391,2026-04-10,Social Media,Instagram Ads,0,Visitor,0
109156,2026-04-23,Referral,Partner Referral,5,MQL,0
104064,2026-03-24,Paid Search,Google Ads - Brand,48,Lead,0
102700,2026-03-14,Organic Search,SEO - Blog,12,MQL,0
100347,2026-03-11,Organic Search,SEO - Blog,0,Visitor,0
104059,2026-03-10,Paid Search,Google Ads - Generic,0,Visitor,0
109591,2026-03-27,Referral,Partner Referral,5,SQL,0
106011,2026-03-26,Social Media,LinkedIn Ads,0,Visitor,0
101313,2026-04-02,Organic Search,SEO - Blog,0,Visitor,0
110558,2026-03-22,Direct,Direct/None,0,Visitor,0
104854,2026-02-02,Paid Search,Google Ads - Brand,0,Visitor,0
102915,2026-01-03,Paid Search,Google Ads - Brand,0,Visitor,0
106506,2026-03-28,Social Media,Facebook Ads,0,Visitor,0
100358,2026-01-11,Organic Search,SEO - Product Pages,0,Visitor,0
104905,2026-06-11,Paid Search,Google Ads - Generic,48,MQL,0
101687,2026-03-18,Organic Search,SEO - Product Pages,0,Visitor,0
103124,2026-04-01,Paid Search,Google Ads - Brand,0,Visitor,0
103694,2026-06-25,Paid Search,Google Ads - Generic,0,Visitor,0
110883,2026-03-06,Direct,Direct/None,0,Visitor,0
102142,2026-01-27,Organic Search,SEO - Product Pages,0,Visitor,0
105933,2026-05-30,Social Media,Facebook Ads,0,Visitor,0
110670,2026-05-25,Direct,Direct/None,0,MQL,0
109216,2026-03-29,Referral,Customer Referral Program,5,Lead,0
109040,2026-04-13,Email,Product Drip Campaign,0,Visitor,0
103398,2026-06-04,Paid Search,Google Ads - Brand,48,Lead,0
102726,2026-03-18,Organic Search,SEO - Blog,0,Visitor,0
100344,2026-05-15,Organic Search,SEO - Blog,0,Visitor,0
106404,2026-06-03,Social Media,LinkedIn Ads,0,Visitor,0
109690,2026-05-06,Referral,Partner Referral,0,Visitor,0
111546,2026-04-18,Direct,Direct/None,0,Visitor,0
103072,2026-02-21,Paid Search,Google Ads - Generic,0,Visitor,0
107258,2026-02-08,Social Media,LinkedIn Ads,0,Visitor,0
106725,2026-04-29,Social Media,Facebook Ads,0,Visitor,0
101435,2026-05-10,Organic Search,SEO - Blog,0,Visitor,0
103121,2026-05-04,Paid Search,Google Ads - Brand,0,Visitor,0
110259,2026-03-10,Direct,Direct/None,0,MQL,0
107619,2026-03-13,Social Media,Instagram Ads,35,Lead,0
109622,2026-05-20,Referral,Customer Referral Program,0,Visitor,0
106618,2026-04-08,Social Media,LinkedIn Ads,0,Visitor,0
104545,2026-04-30,Paid Search,Google Ads - Brand,0,Visitor,0
103654,2026-05-19,Paid Search,Google Ads - Brand,0,Visitor,0
108463,2026-05-12,Email,Product Drip Campaign,8,Lead,0
104006,2026-03-16,Paid Search,Google Ads - Brand,0,Visitor,0
107431,2026-06-07,Social Media,Instagram Ads,0,Visitor,0
104484,2026-04-09,Paid Search,Google Ads - Brand,0,Visitor,0
108943,2026-04-22,Email,Product Drip Campaign,8,SQL,0
100247,2026-05-12,Organic Search,SEO - Blog,0,Visitor,0
103126,2026-03-15,Paid Search,Google Ads - Generic,0,Visitor,0
104691,2026-01-26,Paid Search,Google Ads - Generic,48,MQL,0
100494,2026-03-25,Organic Search,SEO - Blog,0,Visitor,0
110231,2026-04-27,Direct,Direct/None,0,Visitor,0
109984,2026-04-04,Referral,Partner Referral,5,MQL,0
108439,2026-03-24,Email,Product Drip Campaign,0,Visitor,0
111756,2026-02-12,Direct,Direct/None,0,Visitor,0
110569,2026-05-03,Direct,Direct/None,0,Visitor,0
107594,2026-03-19,Social Media,Facebook Ads,0,Visitor,0
111432,2026-06-04,Direct,Direct/None,0,Visitor,0
101666,2026-03-09,Organic Search,SEO - Blog,12,MQL,0
105952,2026-04-12,Social Media,LinkedIn Ads,0,Visitor,0
111275,2026-05-16,Direct,Direct/None,0,Visitor,0
111049,2026-06-05,Direct,Direct/None,0,Lead,0
100458,2026-04-23,Organic Search,SEO - Blog,0,Visitor,0
100489,2026-06-17,Organic Search,SEO - Product Pages,0,Visitor,0
111256,2026-04-15,Direct,Direct/None,0,Visitor,0
107587,2026-02-27,Social Media,Facebook Ads,0,Visitor,0
109357,2026-04-23,Referral,Customer Referral Program,5,MQL,0
110148,2026-04-07,Referral,Customer Referral Program,5,MQL,0
101657,2026-05-16,Organic Search,SEO - Blog,0,Visitor,0
103747,2026-02-01,Paid Search,Google Ads - Brand,48,Lead,0
109333,2026-01-29,Referral,Partner Referral,0,Visitor,0
110235,2026-04-09,Direct,Direct/None,0,Visitor,0
102494,2026-03-10,Organic Search,SEO - Blog,0,Visitor,0
108167,2026-04-19,Email,Newsletter,0,Visitor,0
105642,2026-03-15,Social Media,LinkedIn Ads,0,Visitor,0
105759,2026-01-30,Social Media,Instagram Ads,0,Visitor,0
102972,2026-05-14,Paid Search,Google Ads - Generic,0,Visitor,0
108225,2026-04-10,Email,Product Drip Campaign,0,Visitor,0
110953,2026-04-30,Direct,Direct/None,0,Visitor,0
101112,2026-05-02,Organic Search,SEO - Product Pages,0,Visitor,0
104341,2026-04-08,Paid Search,Google Ads - Generic,0,Visitor,0
107538,2026-04-09,Social Media,Facebook Ads,0,Visitor,0
104291,2026-05-04,Paid Search,Google Ads - Brand,48,SQL,0
105028,2026-03-26,Paid Search,Google Ads - Generic,0,Visitor,0
110739,2026-02-03,Direct,Direct/None,0,Lead,0
104180,2026-04-13,Paid Search,Google Ads - Generic,0,Visitor,0
106559,2026-03-18,Social Media,Instagram Ads,0,Visitor,0
101778,2026-03-13,Organic Search,SEO - Blog,0,Visitor,0
106131,2026-03-31,Social Media,Facebook Ads,0,Visitor,0
106912,2026-02-12,Social Media,LinkedIn Ads,0,Visitor,0
101488,2026-05-25,Organic Search,SEO - Blog,0,Visitor,0
100081,2026-06-11,Organic Search,SEO - Blog,0,Visitor,0
103432,2026-04-11,Paid Search,Google Ads - Generic,48,MQL,0
100977,2026-05-07,Organic Search,SEO - Product Pages,0,Visitor,0
100001,2026-03-27,Organic Search,SEO - Blog,0,Visitor,0
106374,2026-03-11,Social Media,Facebook Ads,0,Visitor,0
105162,2026-05-16,Paid Search,Google Ads - Brand,0,Visitor,0
110000,2026-01-29,Referral,Customer Referral Program,0,Visitor,0
101158,2026-05-03,Organic Search,SEO - Blog,0,Visitor,0
108717,2026-02-02,Email,Product Drip Campaign,0,Visitor,0
104485,2026-04-03,Paid Search,Google Ads - Brand,0,Visitor,0
109746,2026-05-22,Referral,Partner Referral,5,SQL,0
100480,2026-05-03,Organic Search,SEO - Blog,0,Visitor,0
109759,2026-03-22,Referral,Partner Referral,0,Visitor,0
102408,2026-05-17,Organic Search,SEO - Blog,0,Visitor,0
108994,2026-03-27,Email,Product Drip Campaign,0,Visitor,0
109155,2026-04-20,Referral,Customer Referral Program,0,Visitor,0
105943,2026-05-25,Social Media,Facebook Ads,35,MQL,0
100779,2026-02-28,Organic Search,SEO - Blog,12,MQL,0
103597,2026-03-08,Paid Search,Google Ads - Brand,0,Visitor,0
103909,2026-03-19,Paid Search,Google Ads - Generic,0,Visitor,0
103060,2026-02-17,Paid Search,Google Ads - Generic,0,Visitor,0
107684,2026-04-21,Social Media,Instagram Ads,0,Visitor,0
100442,2026-03-08,Organic Search,SEO - Blog,0,Visitor,0
104540,2026-04-25,Paid Search,Google Ads - Generic,0,Visitor,0
100086,2026-01-30,Organic Search,SEO - Product Pages,0,Visitor,0
106876,2026-05-12,Social Media,Facebook Ads,0,Visitor,0
102524,2026-06-23,Organic Search,SEO - Product Pages,0,Visitor,0
104658,2026-01-19,Paid Search,Google Ads - Brand,0,Visitor,0
108181,2026-02-12,Email,Product Drip Campaign,0,Visitor,0
109650,2026-02-17,Referral,Partner Referral,0,Visitor,0
